subj,session,feedType,trial,length_avg,length_sd,tarCat,respCat,idealCat,modelledCat_avg,modelledCat_sd
112101.00,2.00,1.00,138.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,2.00,1.00,139.00,31.00,0.10,-1.00,-1.00,1.00,0.24,0.97
112101.00,2.00,1.00,140.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,2.00,1.00,141.00,16.00,0.10,-1.00,1.00,-1.00,0.67,0.75
112101.00,2.00,1.00,142.00,44.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,2.00,1.00,143.00,12.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,2.00,1.00,144.00,25.01,0.10,1.00,-1.00,-1.00,0.69,0.72
112101.00,2.00,1.00,145.00,29.00,0.10,1.00,-1.00,-1.00,0.50,0.87
112101.00,2.00,1.00,146.00,42.00,0.10,1.00,1.00,1.00,-0.57,0.82
112101.00,2.00,1.00,147.00,30.00,0.10,1.00,1.00,-1.00,0.47,0.89
112101.00,2.00,1.00,148.00,28.00,0.10,1.00,-1.00,-1.00,0.72,0.69
112101.00,2.00,1.00,149.00,26.00,0.10,1.00,1.00,-1.00,0.69,0.72
112101.00,2.00,1.00,150.00,39.00,0.10,1.00,1.00,1.00,-0.51,0.86
112101.00,2.00,1.00,151.00,24.00,0.10,1.00,1.00,-1.00,0.70,0.71
112101.00,2.00,1.00,152.00,29.99,0.10,-1.00,-1.00,-1.00,0.47,0.89
112101.00,2.00,1.00,153.00,30.00,0.10,-1.00,1.00,-1.00,0.47,0.89
112101.00,2.00,1.00,154.00,8.00,0.10,-1.00,-1.00,-1.00,0.85,0.53
112101.00,2.00,1.00,155.00,44.00,0.10,-1.00,-1.00,1.00,-0.56,0.83
112101.00,2.00,1.00,156.00,36.00,0.10,1.00,-1.00,1.00,-0.01,1.00
112101.00,2.00,1.00,157.00,44.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,2.00,1.00,158.00,30.00,0.10,1.00,-1.00,-1.00,0.47,0.89
112101.00,2.00,1.00,159.00,38.00,0.10,1.00,1.00,1.00,-0.35,0.94
112101.00,2.00,1.00,160.00,36.00,0.10,1.00,1.00,1.00,-0.01,1.00
112101.00,3.00,1.00,1.00,35.99,0.10,1.00,1.00,1.00,-0.01,1.00
112101.00,3.00,1.00,2.00,22.00,0.10,1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,3.00,47.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,4.00,18.00,0.10,1.00,1.00,-1.00,0.69,0.73
112101.00,3.00,1.00,5.00,32.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,6.00,28.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,7.00,20.00,0.10,1.00,1.00,-1.00,0.73,0.68
112101.00,3.00,1.00,8.00,26.00,0.10,-1.00,-1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,9.00,26.00,0.10,-1.00,-1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,10.00,9.00,0.10,-1.00,-1.00,-1.00,0.68,0.73
112101.00,3.00,1.00,11.00,53.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,12.00,27.00,0.10,1.00,-1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,13.00,25.00,0.10,1.00,1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,14.00,23.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,15.00,32.00,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,3.00,1.00,16.00,16.00,0.10,-1.00,1.00,-1.00,0.67,0.75
112101.00,3.00,1.00,17.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,18.00,8.00,0.10,-1.00,-1.00,-1.00,0.85,0.53
112101.00,3.00,1.00,19.00,47.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,20.00,41.00,0.10,1.00,1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,21.00,14.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,22.00,46.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,23.00,54.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,24.00,30.00,0.10,-1.00,1.00,-1.00,0.47,0.89
112101.00,3.00,1.00,25.00,44.99,0.10,-1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,26.00,17.00,0.10,-1.00,-1.00,-1.00,0.67,0.75
112101.00,3.00,1.00,27.00,15.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,28.00,42.00,0.10,-1.00,1.00,1.00,-0.57,0.82
112101.00,3.00,1.00,29.00,31.00,0.10,-1.00,-1.00,1.00,0.24,0.97
112101.00,3.00,1.00,30.00,26.00,0.10,1.00,1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,31.00,20.00,0.10,-1.00,1.00,-1.00,0.73,0.68
112101.00,3.00,1.00,32.00,38.00,0.10,-1.00,-1.00,1.00,-0.35,0.94
112101.00,3.00,1.00,33.00,17.00,0.10,-1.00,1.00,-1.00,0.67,0.75
112101.00,3.00,1.00,34.00,29.99,0.10,1.00,1.00,-1.00,0.47,0.89
112101.00,3.00,1.00,35.00,20.99,0.10,-1.00,-1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,36.00,26.00,0.10,-1.00,1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,37.00,6.00,0.10,-1.00,-1.00,-1.00,0.85,0.52
112101.00,3.00,1.00,38.00,25.00,0.10,1.00,-1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,39.00,24.00,0.10,-1.00,1.00,-1.00,0.70,0.71
112101.00,3.00,1.00,40.00,34.00,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,3.00,1.00,41.00,32.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,42.00,29.00,0.10,1.00,-1.00,-1.00,0.50,0.87
112101.00,3.00,1.00,43.00,18.00,0.10,-1.00,1.00,-1.00,0.68,0.73
112101.00,3.00,1.00,44.00,42.00,0.10,1.00,-1.00,1.00,-0.57,0.82
112101.00,3.00,1.00,45.00,29.01,0.10,1.00,1.00,-1.00,0.50,0.87
112101.00,3.00,1.00,46.00,29.01,0.10,-1.00,1.00,-1.00,0.50,0.87
112101.00,3.00,1.00,47.00,25.99,0.10,1.00,1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,48.00,24.00,0.10,-1.00,1.00,-1.00,0.70,0.71
112101.00,3.00,1.00,49.00,37.00,0.10,-1.00,-1.00,1.00,-0.09,1.00
112101.00,3.00,1.00,50.00,49.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,51.00,21.00,0.10,1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,52.00,32.99,0.10,1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,53.00,31.00,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,3.00,1.00,54.00,23.00,0.10,-1.00,-1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,55.00,18.00,0.10,-1.00,1.00,-1.00,0.69,0.73
112101.00,3.00,1.00,56.00,55.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,57.00,27.01,0.10,-1.00,1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,58.00,28.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,59.00,44.00,0.10,-1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,60.00,25.00,0.10,-1.00,-1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,61.00,46.00,0.10,-1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,62.00,21.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,63.00,34.00,0.10,1.00,-1.00,1.00,0.02,1.00
112101.00,3.00,1.00,64.00,36.00,0.10,1.00,1.00,1.00,-0.01,1.00
112101.00,3.00,1.00,65.00,32.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,66.00,39.00,0.10,1.00,-1.00,1.00,-0.51,0.86
112101.00,3.00,1.00,67.00,46.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,68.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,69.00,38.00,0.10,-1.00,1.00,1.00,-0.35,0.94
112101.00,3.00,1.00,70.00,32.00,0.10,1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,71.00,11.00,0.10,-1.00,-1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,72.00,30.00,0.10,1.00,-1.00,-1.00,0.47,0.89
112101.00,3.00,1.00,73.00,31.00,0.10,1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,74.00,35.00,0.10,-1.00,1.00,1.00,0.02,1.00
112101.00,3.00,1.00,75.00,17.00,0.10,1.00,-1.00,-1.00,0.67,0.75
112101.00,3.00,1.00,76.00,43.00,0.10,-1.00,1.00,1.00,-0.57,0.82
112101.00,3.00,1.00,77.00,23.01,0.10,1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,78.00,30.00,0.10,-1.00,1.00,-1.00,0.47,0.89
112101.00,3.00,1.00,79.00,27.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,80.00,42.99,0.10,1.00,-1.00,1.00,-0.57,0.82
112101.00,3.00,1.00,81.00,7.00,0.10,-1.00,1.00,-1.00,0.85,0.52
112101.00,3.00,1.00,82.00,16.00,0.10,1.00,-1.00,-1.00,0.67,0.75
112101.00,3.00,1.00,83.00,40.00,0.10,-1.00,1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,84.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,85.00,36.00,0.10,1.00,-1.00,1.00,-0.01,1.00
112101.00,3.00,1.00,86.00,34.00,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,3.00,1.00,87.00,22.00,0.10,1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,88.00,28.00,0.10,1.00,1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,89.00,47.00,0.10,-1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,90.00,11.99,0.10,-1.00,-1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,91.00,39.00,0.10,1.00,1.00,1.00,-0.51,0.86
112101.00,3.00,1.00,92.00,34.00,0.10,-1.00,-1.00,1.00,0.02,1.00
112101.00,3.00,1.00,93.00,13.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,94.00,19.00,0.10,-1.00,1.00,-1.00,0.79,0.61
112101.00,3.00,1.00,95.00,33.01,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,3.00,1.00,96.00,36.00,0.10,-1.00,1.00,1.00,-0.01,1.00
112101.00,3.00,1.00,97.00,34.00,0.10,-1.00,-1.00,1.00,0.02,1.00
112101.00,3.00,1.00,98.00,14.00,0.10,1.00,-1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,99.00,38.00,0.10,1.00,1.00,1.00,-0.35,0.94
112101.00,3.00,1.00,100.00,32.00,0.10,1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,101.00,38.00,0.10,1.00,-1.00,1.00,-0.35,0.94
112101.00,3.00,1.00,102.00,14.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,103.00,37.00,0.10,-1.00,1.00,1.00,-0.09,1.00
112101.00,3.00,1.00,104.00,33.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,105.00,31.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,106.00,23.00,0.10,1.00,-1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,107.00,21.01,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,108.00,37.00,0.10,1.00,1.00,1.00,-0.09,1.00
112101.00,3.00,1.00,109.00,28.00,0.10,-1.00,1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,110.00,43.00,0.10,1.00,1.00,1.00,-0.57,0.82
112101.00,3.00,1.00,111.00,50.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,112.00,30.00,0.10,-1.00,1.00,-1.00,0.47,0.89
112101.00,3.00,1.00,113.00,45.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,114.00,37.00,0.10,1.00,-1.00,1.00,-0.09,1.00
112101.00,3.00,1.00,115.00,33.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,116.00,40.00,0.10,1.00,-1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,117.00,29.00,0.10,-1.00,-1.00,-1.00,0.50,0.87
112101.00,3.00,1.00,118.00,19.00,0.10,1.00,-1.00,-1.00,0.79,0.61
112101.00,3.00,1.00,119.00,39.00,0.10,-1.00,-1.00,1.00,-0.51,0.86
112101.00,3.00,1.00,120.00,42.00,0.10,1.00,1.00,1.00,-0.57,0.82
112101.00,3.00,1.00,121.00,31.00,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,3.00,1.00,122.00,35.00,0.10,1.00,-1.00,1.00,0.02,1.00
112101.00,3.00,1.00,123.00,24.00,0.10,1.00,-1.00,-1.00,0.70,0.71
112101.00,3.00,1.00,124.00,14.99,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,125.00,33.00,0.10,1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,126.00,38.00,0.10,1.00,1.00,1.00,-0.35,0.94
112101.00,3.00,1.00,127.00,44.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,128.00,30.00,0.10,1.00,1.00,-1.00,0.47,0.89
112101.00,3.00,1.00,129.00,25.00,0.10,-1.00,1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,130.00,40.00,0.10,1.00,-1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,131.00,36.00,0.10,-1.00,1.00,1.00,-0.01,1.00
112101.00,3.00,1.00,132.00,28.00,0.10,1.00,-1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,133.00,45.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,134.00,39.00,0.10,-1.00,1.00,1.00,-0.51,0.86
112101.00,3.00,1.00,135.00,48.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,136.00,37.00,0.10,1.00,1.00,1.00,-0.09,1.00
112101.00,3.00,1.00,137.00,15.00,0.10,1.00,-1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,138.00,24.00,0.10,-1.00,1.00,-1.00,0.70,0.71
112101.00,3.00,1.00,139.00,31.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,3.00,1.00,140.00,35.00,0.10,1.00,-1.00,1.00,0.02,1.00
112101.00,3.00,1.00,141.00,16.00,0.10,-1.00,1.00,-1.00,0.67,0.75
112101.00,3.00,1.00,142.00,44.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,143.00,39.00,0.10,1.00,-1.00,1.00,-0.51,0.86
112101.00,3.00,1.00,144.00,35.01,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,3.00,1.00,145.00,19.00,0.10,-1.00,1.00,-1.00,0.79,0.61
112101.00,3.00,1.00,146.00,52.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,147.00,41.00,0.10,-1.00,1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,148.00,25.00,0.10,-1.00,-1.00,-1.00,0.69,0.72
112101.00,3.00,1.00,149.00,41.00,0.10,1.00,-1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,150.00,27.00,0.10,-1.00,1.00,-1.00,0.72,0.69
112101.00,3.00,1.00,151.00,29.00,0.10,-1.00,1.00,-1.00,0.50,0.87
112101.00,3.00,1.00,152.00,29.00,0.10,1.00,-1.00,-1.00,0.50,0.87
112101.00,3.00,1.00,153.00,51.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,3.00,1.00,154.00,40.00,0.10,1.00,1.00,1.00,-0.55,0.83
112101.00,3.00,1.00,155.00,10.01,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,3.00,1.00,156.00,23.00,0.10,-1.00,-1.00,-1.00,0.71,0.70
112101.00,3.00,1.00,157.00,35.00,0.10,-1.00,1.00,1.00,0.02,1.00
112101.00,3.00,1.00,158.00,24.00,0.10,1.00,1.00,-1.00,0.70,0.71
112101.00,3.00,1.00,159.00,20.00,0.10,-1.00,1.00,-1.00,0.73,0.68
112101.00,3.00,1.00,160.00,27.00,0.10,1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,1.00,41.00,0.10,1.00,-1.00,1.00,-0.55,0.83
112101.00,4.00,1.00,2.00,39.00,0.10,1.00,1.00,1.00,-0.51,0.86
112101.00,4.00,1.00,3.00,43.00,0.10,1.00,1.00,1.00,-0.57,0.82
112101.00,4.00,1.00,4.00,22.00,0.10,1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,5.00,48.01,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,6.00,7.00,0.10,-1.00,1.00,-1.00,0.85,0.52
112101.00,4.00,1.00,7.00,18.99,0.10,1.00,-1.00,-1.00,0.79,0.61
112101.00,4.00,1.00,8.00,30.00,0.10,-1.00,1.00,-1.00,0.47,0.89
112101.00,4.00,1.00,9.00,27.99,0.10,1.00,1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,10.00,31.99,0.10,-1.00,-1.00,1.00,0.24,0.97
112101.00,4.00,1.00,11.00,41.00,0.10,1.00,1.00,1.00,-0.55,0.83
112101.00,4.00,1.00,12.00,38.00,0.10,1.00,1.00,1.00,-0.35,0.94
112101.00,4.00,1.00,13.00,28.00,0.10,1.00,1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,14.00,32.00,0.10,-1.00,-1.00,1.00,0.24,0.97
112101.00,4.00,1.00,15.00,55.00,0.09,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,16.00,23.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,17.00,49.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,18.00,45.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,19.00,36.00,0.10,-1.00,1.00,1.00,-0.01,1.00
112101.00,4.00,1.00,20.00,37.00,0.10,-1.00,-1.00,1.00,-0.09,1.00
112101.00,4.00,1.00,21.00,27.00,0.10,1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,22.00,33.00,0.10,-1.00,1.00,1.00,0.24,0.97
112101.00,4.00,1.00,23.00,17.00,0.10,-1.00,-1.00,-1.00,0.67,0.75
112101.00,4.00,1.00,24.00,21.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,25.00,12.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,26.00,25.00,0.10,-1.00,1.00,-1.00,0.69,0.72
112101.00,4.00,1.00,27.00,14.00,0.10,-1.00,-1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,28.00,29.00,0.10,1.00,-1.00,-1.00,0.50,0.87
112101.00,4.00,1.00,29.00,6.00,0.10,-1.00,1.00,-1.00,0.85,0.52
112101.00,4.00,1.00,30.00,29.99,0.10,-1.00,-1.00,-1.00,0.47,0.89
112101.00,4.00,1.00,31.00,47.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,32.00,27.00,0.10,-1.00,1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,33.00,29.00,0.10,1.00,-1.00,-1.00,0.50,0.87
112101.00,4.00,1.00,34.00,39.00,0.10,1.00,1.00,1.00,-0.51,0.86
112101.00,4.00,1.00,35.00,44.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,36.00,26.00,0.10,1.00,1.00,-1.00,0.69,0.72
112101.00,4.00,1.00,37.00,23.00,0.10,1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,38.00,37.00,0.10,1.00,1.00,1.00,-0.09,1.00
112101.00,4.00,1.00,39.00,42.01,0.10,1.00,-1.00,1.00,-0.57,0.82
112101.00,4.00,1.00,40.00,14.00,0.10,-1.00,-1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,41.00,16.00,0.10,1.00,1.00,-1.00,0.67,0.75
112101.00,4.00,1.00,42.00,30.00,0.10,1.00,1.00,-1.00,0.47,0.89
112101.00,4.00,1.00,43.00,46.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,44.00,52.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,45.00,24.01,0.10,-1.00,1.00,-1.00,0.70,0.71
112101.00,4.00,1.00,46.00,37.00,0.10,1.00,-1.00,1.00,-0.09,1.00
112101.00,4.00,1.00,47.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,48.00,45.00,0.10,1.00,-1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,49.00,24.00,0.10,-1.00,1.00,-1.00,0.70,0.71
112101.00,4.00,1.00,50.00,43.00,0.10,1.00,1.00,1.00,-0.57,0.82
112101.00,4.00,1.00,51.00,47.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,52.00,23.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,53.00,26.00,0.10,-1.00,-1.00,-1.00,0.69,0.72
112101.00,4.00,1.00,54.00,43.00,0.10,-1.00,-1.00,1.00,-0.57,0.82
112101.00,4.00,1.00,55.00,28.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,56.00,40.00,0.10,-1.00,1.00,1.00,-0.55,0.83
112101.00,4.00,1.00,57.00,27.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,58.00,22.01,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,59.00,40.00,0.10,1.00,1.00,1.00,-0.55,0.83
112101.00,4.00,1.00,60.00,30.00,0.10,1.00,-1.00,-1.00,0.47,0.89
112101.00,4.00,1.00,61.00,47.00,0.10,-1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,62.00,15.00,0.10,1.00,1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,63.00,24.00,0.10,1.00,-1.00,-1.00,0.70,0.71
112101.00,4.00,1.00,64.00,16.99,0.10,-1.00,1.00,-1.00,0.67,0.75
112101.00,4.00,1.00,65.00,34.00,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,4.00,1.00,66.00,36.00,0.10,-1.00,-1.00,1.00,-0.01,1.00
112101.00,4.00,1.00,67.00,33.99,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,4.00,1.00,68.00,31.00,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,4.00,1.00,69.00,29.00,0.10,-1.00,1.00,-1.00,0.50,0.87
112101.00,4.00,1.00,70.00,25.00,0.10,-1.00,1.00,-1.00,0.69,0.72
112101.00,4.00,1.00,71.00,15.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,72.00,42.00,0.10,-1.00,-1.00,1.00,-0.57,0.82
112101.00,4.00,1.00,73.00,31.00,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,4.00,1.00,74.00,13.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,75.00,38.00,0.10,1.00,-1.00,1.00,-0.35,0.94
112101.00,4.00,1.00,76.00,19.00,0.10,-1.00,1.00,-1.00,0.79,0.61
112101.00,4.00,1.00,77.00,41.00,0.10,-1.00,1.00,1.00,-0.55,0.83
112101.00,4.00,1.00,78.00,37.00,0.10,-1.00,1.00,1.00,-0.09,1.00
112101.00,4.00,1.00,79.00,35.00,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,4.00,1.00,80.00,23.00,0.10,1.00,-1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,81.00,24.00,0.10,1.00,-1.00,-1.00,0.70,0.71
112101.00,4.00,1.00,82.00,21.00,0.10,-1.00,-1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,83.00,35.00,0.10,-1.00,-1.00,1.00,0.02,1.00
112101.00,4.00,1.00,84.00,25.00,0.10,1.00,1.00,-1.00,0.69,0.72
112101.00,4.00,1.00,85.00,19.00,0.10,-1.00,1.00,-1.00,0.79,0.61
112101.00,4.00,1.00,86.00,26.00,0.10,-1.00,-1.00,-1.00,0.69,0.72
112101.00,4.00,1.00,87.00,16.00,0.10,-1.00,-1.00,-1.00,0.67,0.75
112101.00,4.00,1.00,88.00,39.00,0.10,-1.00,1.00,1.00,-0.51,0.86
112101.00,4.00,1.00,89.00,27.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,90.00,39.00,0.10,-1.00,-1.00,1.00,-0.51,0.86
112101.00,4.00,1.00,91.00,34.00,0.10,-1.00,-1.00,1.00,0.02,1.00
112101.00,4.00,1.00,92.00,53.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,93.00,21.00,0.10,-1.00,-1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,94.00,24.00,0.10,-1.00,1.00,-1.00,0.70,0.71
112101.00,4.00,1.00,95.00,29.00,0.10,-1.00,-1.00,-1.00,0.50,0.87
112101.00,4.00,1.00,96.00,28.00,0.10,-1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,97.00,33.00,0.10,1.00,-1.00,1.00,0.24,0.97
112101.00,4.00,1.00,98.00,44.00,0.10,-1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,99.00,46.00,0.10,-1.00,-1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,100.00,27.00,0.10,1.00,-1.00,-1.00,0.72,0.69
112101.00,4.00,1.00,101.00,29.00,0.10,-1.00,1.00,-1.00,0.50,0.87
112101.00,4.00,1.00,102.00,31.99,0.10,1.00,1.00,1.00,0.24,0.97
112101.00,4.00,1.00,103.00,38.00,0.10,1.00,-1.00,1.00,-0.35,0.94
112101.00,4.00,1.00,104.00,18.00,0.10,-1.00,1.00,-1.00,0.69,0.73
112101.00,4.00,1.00,105.00,22.00,0.10,1.00,-1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,106.00,22.00,0.10,-1.00,1.00,-1.00,0.71,0.70
112101.00,4.00,1.00,107.00,36.00,0.10,1.00,1.00,1.00,-0.01,1.00
112101.00,4.00,1.00,108.00,50.00,0.10,1.00,1.00,1.00,-0.56,0.83
112101.00,4.00,1.00,109.00,15.00,0.10,-1.00,1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,110.00,37.00,0.10,1.00,-1.00,1.00,-0.09,1.00
112101.00,4.00,1.00,111.00,34.00,0.10,1.00,1.00,1.00,0.02,1.00
112101.00,4.00,1.00,112.00,8.00,0.10,-1.00,1.00,-1.00,0.85,0.53
112101.00,4.00,1.00,113.00,20.00,0.10,1.00,-1.00,-1.00,0.73,0.68
112101.00,4.00,1.00,114.00,11.00,0.10,-1.00,-1.00,-1.00,0.67,0.74
112101.00,4.00,1.00,115.00,31.99,0.10,-1.00,1.00,1.00,0.24,0.97
